Ages,Gender,Pendidikan,Hoby,Jobs,Pets,Addresess,Fear,Dream,Fav_food
54,P,S1,Ngoding,Guru,Anjing,Nyalindung,Ketinggian,Sehat,Cimol
30,L,S1,GYM,Trainer,Kucing,Nyalindung,Laut,Sehat,Risol Charel
43,P,S2,GYM,Guru,Anjing,Sukabumi,Laut,Kaya Raya,Seblak
20,P,S1,Ngoding,Pustakawan,Kucing,Cisaat,Laut,Kaya Raya,Risol Charel
26,L,S2,Membaca,Guru,Otter,Sukabumi,Laut,Sehat,Nasi Padang
26,P,SMA,GYM,Guru,Anjing,Cisaat,Ketinggian,Hitam,Cimol
32,L,S2,Membaca,Trainer,Otter,Cisaat,Laut,Sehat,Risol Charel
21,P,S2,GYM,Trainer,Otter,Sukabumi,Ketinggian,Sehat,Risol Charel
35,L,S2,Ngoding,Pustakawan,Tupai,Cisaat,Laut,Hitam,Cimol
21,P,SMA,GYM,Pustakawan,Kucing,Cisaat,Ketinggian,Hitam,Cimol
54,L,S1,Ngoding,Pustakawan,Anjing,Cisaat,Ketinggian,Artis,Seblak
51,P,S1,Membaca,Pustakawan,Kucing,Cisaat,Ketinggian,Kaya Raya,Batagor
53,P,SMA,Membaca,Trainer,Kucing,Cisaat,Ketinggian,Kaya Raya,Nasi Padang
58,P,SMA,GYM,Guru,Anjing,Cisaat,Laut,Hitam,Risol Charel
31,L,SMA,Membaca,Guru,Tupai,Sukabumi,Gelap,Hitam,Risol Charel
22,L,S2,Ngoding,Trainer,Otter,Sukabumi,Laut,Kaya Raya,Seblak
55,L,S1,Ngoding,Trainer,Kucing,Cisaat,Gelap,Sehat,Seblak
23,P,SMA,GYM,Guru,Otter,Sukabumi,Gelap,Kaya Raya,Nasi Padang
60,P,S2,GYM,Guru,Otter,Sukabumi,Gelap,Kaya Raya,Batagor
60,P,S2,Ngoding,Trainer,Kucing,Nyalindung,Gelap,Sehat,Nasi Padang
23,L,SMK,GYM,Guru,Kucing,Nyalindung,Laut,Artis,Cimol
32,P,S2,GYM,Guru,Kucing,Sukabumi,Laut,Kaya Raya,Risol Charel
55,L,S1,GYM,Trainer,Kucing,Nyalindung,Ketinggian,Kaya Raya,Risol Charel
46,L,S1,GYM,Trainer,Otter,Cisaat,Ketinggian,Artis,Risol Charel
60,P,S2,GYM,Guru,Anjing,Cisaat,Gelap,Kaya Raya,Batagor
25,P,S1,Ngoding,Trainer,Tupai,Cisaat,Gelap,Kaya Raya,Cimol
40,P,SMK,Ngoding,Guru,Anjing,Sukabumi,Gelap,Sehat,Cimol
25,L,S2,GYM,Trainer,Otter,Nyalindung,Laut,Hitam,Seblak
42,L,SMA,Membaca,Pustakawan,Otter,Sukabumi,Gelap,Hitam,Risol Charel
19,P,SMK,Membaca,Guru,Anjing,Nyalindung,Ketinggian,Kaya Raya,Seblak
19,P,S2,Membaca,Guru,Otter,Sukabumi,Gelap,Sehat,Risol Charel
34,L,SMK,Membaca,Pustakawan,Otter,Sukabumi,Ketinggian,Hitam,Nasi Padang
39,L,S1,Ngoding,Pustakawan,Otter,Cisaat,Gelap,Hitam,Seblak
54,L,SMK,GYM,Guru,Anjing,Nyalindung,Ketinggian,Artis,Batagor
38,P,S1,Membaca,Pustakawan,Kucing,Sukabumi,Gelap,Artis,Cimol
34,L,SMA,GYM,Guru,Otter,Sukabumi,Laut,Kaya Raya,Cimol
46,L,SMK,Ngoding,Pustakawan,Kucing,Nyalindung,Gelap,Hitam,Seblak
40,P,SMA,Ngoding,Trainer,Anjing,Nyalindung,Ketinggian,Sehat,Batagor
45,L,SMA,Ngoding,Pustakawan,Kucing,Nyalindung,Ketinggian,Sehat,Nasi Padang
43,P,S1,Ngoding,Trainer,Anjing,Nyalindung,Laut,Kaya Raya,Nasi Padang
33,L,S2,GYM,Pustakawan,Anjing,Cisaat,Gelap,Kaya Raya,Nasi Padang
59,L,S1,Ngoding,Guru,Otter,Cisaat,Ketinggian,Sehat,Seblak
54,L,SMA,Membaca,Trainer,Kucing,Sukabumi,Laut,Kaya Raya,Batagor
45,P,S1,Membaca,Guru,Otter,Sukabumi,Ketinggian,Hitam,Seblak
50,L,SMK,Ngoding,Guru,Tupai,Cisaat,Ketinggian,Sehat,Nasi Padang
52,L,SMK,Ngoding,Pustakawan,Anjing,Cisaat,Laut,Hitam,Seblak
38,P,SMK,GYM,Pustakawan,Anjing,Nyalindung,Ketinggian,Kaya Raya,Batagor
51,P,SMA,Ngoding,Trainer,Otter,Sukabumi,Gelap,Kaya Raya,Risol Charel
47,P,S1,Membaca,Guru,Anjing,Cisaat,Ketinggian,Kaya Raya,Batagor
29,L,S2,GYM,Guru,Otter,Cisaat,Gelap,Artis,Seblak
59,L,SMK,Ngoding,Trainer,Kucing,Cisaat,Laut,Artis,Nasi Padang
37,P,SMA,GYM,Pustakawan,Otter,Cisaat,Ketinggian,Sehat,Seblak
22,L,S2,GYM,Guru,Tupai,Sukabumi,Gelap,Artis,Cimol
22,L,SMA,GYM,Guru,Anjing,Cisaat,Ketinggian,Artis,Batagor
29,L,S2,Ngoding,Trainer,Tupai,Nyalindung,Gelap,Sehat,Cimol
28,L,SMK,GYM,Trainer,Kucing,Sukabumi,Laut,Hitam,Risol Charel
33,P,SMA,Ngoding,Pustakawan,Tupai,Sukabumi,Ketinggian,Kaya Raya,Nasi Padang
51,L,SMK,Ngoding,Pustakawan,Kucing,Cisaat,Gelap,Kaya Raya,Seblak
57,P,S2,GYM,Trainer,Otter,Nyalindung,Gelap,Artis,Risol Charel
29,P,SMA,Ngoding,Pustakawan,Tupai,Cisaat,Laut,Kaya Raya,Risol Charel
36,L,S2,Ngoding,Trainer,Otter,Sukabumi,Laut,Artis,Batagor
27,L,SMK,Membaca,Trainer,Tupai,Nyalindung,Gelap,Artis,Seblak
23,L,SMA,Membaca,Pustakawan,Anjing,Nyalindung,Gelap,Sehat,Nasi Padang
59,P,SMA,Ngoding,Pustakawan,Anjing,Sukabumi,Laut,Sehat,Risol Charel
54,L,S2,GYM,Trainer,Otter,Nyalindung,Gelap,Kaya Raya,Seblak
37,L,S2,Membaca,Trainer,Kucing,Cisaat,Gelap,Kaya Raya,Cimol
45,P,SMA,Membaca,Guru,Kucing,Nyalindung,Laut,Kaya Raya,Batagor
28,P,SMK,Ngoding,Pustakawan,Otter,Sukabumi,Gelap,Hitam,Nasi Padang
60,L,S2,Membaca,Pustakawan,Otter,Sukabumi,Laut,Kaya Raya,Risol Charel
44,L,S1,GYM,Pustakawan,Kucing,Cisaat,Ketinggian,Sehat,Nasi Padang
25,P,SMK,Ngoding,Guru,Otter,Nyalindung,Ketinggian,Kaya Raya,Seblak
50,L,S2,Ngoding,Guru,Tupai,Nyalindung,Laut,Kaya Raya,Seblak
54,L,SMK,GYM,Trainer,Otter,Nyalindung,Ketinggian,Kaya Raya,Risol Charel
22,P,SMA,GYM,Trainer,Tupai,Nyalindung,Laut,Sehat,Nasi Padang
48,P,SMA,Ngoding,Guru,Otter,Cisaat,Gelap,Kaya Raya,Cimol
21,L,SMA,Ngoding,Trainer,Kucing,Cisaat,Gelap,Kaya Raya,Seblak
35,L,SMK,Membaca,Guru,Otter,Nyalindung,Laut,Kaya Raya,Cimol
53,P,S1,Membaca,Guru,Kucing,Cisaat,Ketinggian,Sehat,Seblak
27,P,SMA,Membaca,Trainer,Anjing,Cisaat,Gelap,Kaya Raya,Seblak
18,L,S1,Ngoding,Trainer,Tupai,Cisaat,Laut,Artis,Cimol
42,L,S1,Membaca,Guru,Anjing,Cisaat,Ketinggian,Artis,Seblak
40,L,S1,Ngoding,Guru,Anjing,Nyalindung,Laut,Kaya Raya,Cimol
27,L,S2,GYM,Guru,Tupai,Cisaat,Laut,Kaya Raya,Cimol
38,P,S2,Membaca,Pustakawan,Kucing,Sukabumi,Laut,Kaya Raya,Cimol
47,L,SMK,GYM,Guru,Kucing,Nyalindung,Gelap,Artis,Batagor
26,L,SMK,GYM,Trainer,Kucing,Cisaat,Laut,Sehat,Nasi Padang
49,L,S1,Ngoding,Pustakawan,Kucing,Nyalindung,Laut,Kaya Raya,Seblak
24,P,SMA,Ngoding,Guru,Tupai,Nyalindung,Laut,Hitam,Nasi Padang
30,L,S1,Membaca,Pustakawan,Tupai,Nyalindung,Ketinggian,Kaya Raya,Cimol
42,L,SMA,Membaca,Trainer,Otter,Cisaat,Gelap,Artis,Batagor
22,P,S2,GYM,Guru,Kucing,Sukabumi,Laut,Sehat,Cimol
30,P,S1,GYM,Pustakawan,Kucing,Cisaat,Ketinggian,Artis,Batagor
23,P,SMK,Ngoding,Trainer,Kucing,Sukabumi,Gelap,Artis,Nasi Padang
51,P,S1,Ngoding,Trainer,Tupai,Cisaat,Ketinggian,Sehat,Batagor
52,L,S2,Membaca,Pustakawan,Anjing,Nyalindung,Ketinggian,Sehat,Batagor
22,P,S2,Membaca,Guru,Otter,Cisaat,Gelap,Kaya Raya,Risol Charel
40,P,S2,Ngoding,Trainer,Kucing,Cisaat,Ketinggian,Kaya Raya,Seblak
38,P,SMA,Membaca,Pustakawan,Kucing,Cisaat,Gelap,Kaya Raya,Nasi Padang
49,P,SMK,Membaca,Trainer,Kucing,Nyalindung,Gelap,Sehat,Seblak
58,P,S1,Membaca,Trainer,Otter,Cisaat,Ketinggian,Sehat,Risol Charel
28,L,S1,GYM,Trainer,Otter,Cisaat,Laut,Hitam,Batagor
59,L,S2,Membaca,Trainer,Anjing,Cisaat,Ketinggian,Artis,Nasi Padang
41,L,S2,Membaca,Pustakawan,Kucing,Cisaat,Laut,Hitam,Risol Charel
27,L,S1,Membaca,Trainer,Tupai,Sukabumi,Gelap,Kaya Raya,Seblak
59,L,S1,Membaca,Pustakawan,Otter,Cisaat,Gelap,Kaya Raya,Risol Charel
38,L,SMK,Membaca,Guru,Otter,Sukabumi,Laut,Hitam,Nasi Padang
44,L,S1,Membaca,Pustakawan,Kucing,Nyalindung,Ketinggian,Artis,Seblak
33,P,SMA,GYM,Pustakawan,Otter,Cisaat,Gelap,Sehat,Cimol
55,P,S2,Membaca,Pustakawan,Kucing,Cisaat,Laut,Kaya Raya,Risol Charel
36,P,SMA,Ngoding,Guru,Anjing,Nyalindung,Laut,Sehat,Cimol
33,P,S1,GYM,Guru,Kucing,Nyalindung,Ketinggian,Hitam,Cimol
24,L,S2,Ngoding,Pustakawan,Anjing,Sukabumi,Laut,Kaya Raya,Batagor
22,P,SMA,Membaca,Pustakawan,Anjing,Sukabumi,Ketinggian,Sehat,Risol Charel
29,L,SMA,Ngoding,Pustakawan,Tupai,Sukabumi,Gelap,Artis,Nasi Padang
57,P,S1,Ngoding,Guru,Tupai,Sukabumi,Laut,Hitam,Seblak
57,P,SMK,GYM,Pustakawan,Otter,Cisaat,Laut,Artis,Nasi Padang
19,P,S1,Ngoding,Guru,Anjing,Cisaat,Ketinggian,Sehat,Batagor
56,P,S2,GYM,Trainer,Anjing,Sukabumi,Laut,Sehat,Batagor
58,L,SMK,Membaca,Trainer,Tupai,Cisaat,Laut,Kaya Raya,Nasi Padang
32,L,S2,Membaca,Guru,Otter,Sukabumi,Gelap,Hitam,Risol Charel
37,L,SMA,Ngoding,Pustakawan,Anjing,Sukabumi,Ketinggian,Sehat,Nasi Padang
54,P,S2,GYM,Trainer,Tupai,Nyalindung,Laut,Kaya Raya,Seblak
20,P,SMA,GYM,Trainer,Kucing,Cisaat,Laut,Sehat,Nasi Padang
48,L,S2,Ngoding,Trainer,Anjing,Nyalindung,Gelap,Artis,Nasi Padang
51,L,SMK,Membaca,Trainer,Otter,Nyalindung,Gelap,Artis,Seblak
27,L,SMA,GYM,Pustakawan,Kucing,Nyalindung,Laut,Hitam,Nasi Padang
22,L,S1,Ngoding,Pustakawan,Kucing,Nyalindung,Laut,Hitam,Risol Charel
51,P,SMA,Membaca,Trainer,Anjing,Nyalindung,Gelap,Sehat,Seblak
24,P,S2,Membaca,Trainer,Kucing,Cisaat,Gelap,Artis,Batagor
30,L,SMK,Membaca,Trainer,Otter,Sukabumi,Gelap,Sehat,Risol Charel
44,P,SMK,Membaca,Pustakawan,Otter,Sukabumi,Ketinggian,Kaya Raya,Cimol
38,P,SMK,Ngoding,Guru,Kucing,Cisaat,Laut,Kaya Raya,Batagor
47,P,S1,GYM,Trainer,Tupai,Cisaat,Gelap,Sehat,Seblak
21,L,SMA,GYM,Trainer,Otter,Cisaat,Laut,Sehat,Risol Charel
50,P,SMK,Membaca,Trainer,Tupai,Sukabumi,Gelap,Kaya Raya,Risol Charel
53,L,S1,Ngoding,Trainer,Otter,Nyalindung,Ketinggian,Hitam,Batagor
28,P,S1,Membaca,Pustakawan,Otter,Sukabumi,Laut,Sehat,Batagor
23,P,SMA,GYM,Guru,Tupai,Nyalindung,Gelap,Kaya Raya,Risol Charel
32,P,SMK,Ngoding,Trainer,Kucing,Sukabumi,Ketinggian,Kaya Raya,Seblak
59,L,S2,GYM,Guru,Tupai,Nyalindung,Ketinggian,Sehat,Seblak
41,L,SMA,Ngoding,Trainer,Otter,Nyalindung,Ketinggian,Artis,Batagor
47,L,SMA,GYM,Trainer,Tupai,Nyalindung,Gelap,Kaya Raya,Cimol
36,L,S2,GYM,Pustakawan,Otter,Sukabumi,Gelap,Artis,Batagor
22,P,SMA,GYM,Trainer,Kucing,Sukabumi,Ketinggian,Artis,Risol Charel
52,P,S1,GYM,Guru,Otter,Cisaat,Laut,Kaya Raya,Cimol
41,P,S1,GYM,Guru,Kucing,Nyalindung,Gelap,Kaya Raya,Seblak
55,L,S2,Ngoding,Trainer,Otter,Sukabumi,Laut,Sehat,Batagor
44,L,SMA,Ngoding,Trainer,Kucing,Sukabumi,Gelap,Hitam,Batagor
53,P,S1,GYM,Trainer,Tupai,Nyalindung,Gelap,Artis,Risol Charel
51,P,S2,GYM,Guru,Kucing,Sukabumi,Gelap,Sehat,Batagor
50,L,SMA,Ngoding,Guru,Otter,Nyalindung,Laut,Kaya Raya,Seblak
29,P,S2,Membaca,Trainer,Kucing,Nyalindung,Gelap,Kaya Raya,Batagor
27,L,S1,Membaca,Trainer,Otter,Sukabumi,Gelap,Artis,Seblak
24,P,S2,Membaca,Trainer,Kucing,Nyalindung,Laut,Hitam,Nasi Padang
58,L,S2,GYM,Pustakawan,Otter,Cisaat,Ketinggian,Sehat,Batagor
37,P,S1,Membaca,Guru,Otter,Sukabumi,Ketinggian,Kaya Raya,Seblak
46,L,S1,Membaca,Guru,Tupai,Nyalindung,Ketinggian,Kaya Raya,Batagor
26,L,S2,GYM,Guru,Otter,Sukabumi,Gelap,Hitam,Cimol
20,P,SMK,Membaca,Pustakawan,Otter,Cisaat,Gelap,Artis,Seblak
53,L,SMK,Ngoding,Guru,Kucing,Nyalindung,Ketinggian,Kaya Raya,Batagor
21,P,S1,GYM,Pustakawan,Kucing,Cisaat,Gelap,Kaya Raya,Nasi Padang
20,P,SMK,Ngoding,Trainer,Kucing,Sukabumi,Gelap,Kaya Raya,Seblak
39,P,S1,GYM,Trainer,Kucing,Nyalindung,Gelap,Kaya Raya,Cimol
42,P,SMK,GYM,Guru,Kucing,Sukabumi,Gelap,Hitam,Batagor
37,L,SMK,Membaca,Guru,Tupai,Cisaat,Ketinggian,Kaya Raya,Risol Charel
22,P,S2,GYM,Guru,Tupai,Sukabumi,Gelap,Sehat,Nasi Padang
46,P,SMK,GYM,Guru,Otter,Nyalindung,Gelap,Artis,Cimol
22,L,S1,Ngoding,Trainer,Tupai,Nyalindung,Laut,Sehat,Risol Charel
55,L,S1,Membaca,Guru,Otter,Nyalindung,Ketinggian,Artis,Batagor
43,P,S1,Ngoding,Guru,Tupai,Nyalindung,Laut,Hitam,Risol Charel
57,L,S1,GYM,Trainer,Anjing,Sukabumi,Gelap,Artis,Risol Charel
25,P,SMA,GYM,Pustakawan,Anjing,Cisaat,Ketinggian,Sehat,Risol Charel
24,L,SMK,GYM,Guru,Otter,Sukabumi,Laut,Sehat,Nasi Padang
57,P,S2,Ngoding,Pustakawan,Tupai,Cisaat,Ketinggian,Sehat,Risol Charel
41,P,SMK,Membaca,Guru,Kucing,Sukabumi,Laut,Hitam,Nasi Padang
39,P,SMA,Membaca,Pustakawan,Otter,Cisaat,Ketinggian,Hitam,Batagor
38,L,S2,Ngoding,Trainer,Kucing,Nyalindung,Ketinggian,Sehat,Nasi Padang
30,P,SMK,Ngoding,Pustakawan,Tupai,Sukabumi,Ketinggian,Hitam,Cimol
18,P,S2,Membaca,Guru,Kucing,Nyalindung,Ketinggian,Hitam,Seblak
27,L,SMK,GYM,Guru,Tupai,Sukabumi,Gelap,Sehat,Nasi Padang
33,P,S2,GYM,Pustakawan,Tupai,Sukabumi,Ketinggian,Hitam,Nasi Padang
53,P,S2,Membaca,Guru,Anjing,Cisaat,Ketinggian,Hitam,Nasi Padang
58,P,SMK,GYM,Trainer,Anjing,Cisaat,Gelap,Kaya Raya,Batagor
50,P,S1,GYM,Trainer,Otter,Sukabumi,Ketinggian,Artis,Batagor
51,L,S1,GYM,Guru,Tupai,Sukabumi,Gelap,Kaya Raya,Batagor
49,L,SMA,GYM,Pustakawan,Tupai,Cisaat,Laut,Kaya Raya,Cimol
58,P,SMK,Ngoding,Guru,Anjing,Sukabumi,Laut,Artis,Nasi Padang
35,P,S2,Membaca,Trainer,Tupai,Cisaat,Laut,Sehat,Cimol
26,P,SMK,GYM,Guru,Kucing,Nyalindung,Gelap,Hitam,Risol Charel
30,L,S2,Membaca,Pustakawan,Otter,Sukabumi,Laut,Kaya Raya,Batagor
54,L,S1,GYM,Trainer,Tupai,Cisaat,Ketinggian,Artis,Seblak
26,L,S1,GYM,Pustakawan,Tupai,Cisaat,Gelap,Sehat,Seblak
26,P,SMK,Membaca,Guru,Kucing,Nyalindung,Ketinggian,Sehat,Risol Charel
31,L,S2,Ngoding,Trainer,Tupai,Sukabumi,Ketinggian,Artis,Cimol
34,L,SMA,Ngoding,Trainer,Tupai,Nyalindung,Ketinggian,Artis,Risol Charel
50,L,SMK,Membaca,Guru,Anjing,Cisaat,Laut,Kaya Raya,Nasi Padang
43,P,SMK,GYM,Pustakawan,Tupai,Nyalindung,Laut,Hitam,Cimol
26,P,SMA,Membaca,Pustakawan,Anjing,Nyalindung,Gelap,Artis,Risol Charel
31,P,S2,Ngoding,Guru,Anjing,Nyalindung,Ketinggian,Kaya Raya,Risol Charel
35,L,SMA,Membaca,Trainer,Otter,Cisaat,Ketinggian,Hitam,Nasi Padang
44,P,SMK,Ngoding,Pustakawan,Otter,Cisaat,Ketinggian,Artis,Seblak
50,P,S1,GYM,Pustakawan,Tupai,Cisaat,Ketinggian,Artis,Nasi Padang
30,P,S1,Membaca,Trainer,Anjing,Cisaat,Laut,Sehat,Batagor
27,P,S1,Ngoding,Guru,Anjing,Sukabumi,Laut,Artis,Cimol
46,L,S2,Ngoding,Pustakawan,Otter,Nyalindung,Laut,Hitam,Cimol
47,P,SMA,Ngoding,Trainer,Anjing,Cisaat,Ketinggian,Kaya Raya,Cimol
48,P,S2,Ngoding,Pustakawan,Kucing,Cisaat,Ketinggian,Kaya Raya,Nasi Padang
41,P,SMA,Membaca,Trainer,Kucing,Cisaat,Ketinggian,Hitam,Nasi Padang
23,L,S1,Ngoding,Guru,Tupai,Nyalindung,Laut,Sehat,Seblak
30,P,S2,GYM,Trainer,Kucing,Cisaat,Laut,Hitam,Seblak
46,L,SMA,GYM,Pustakawan,Kucing,Sukabumi,Ketinggian,Sehat,Seblak
44,L,S2,Membaca,Trainer,Tupai,Cisaat,Ketinggian,Hitam,Cimol
48,L,SMK,GYM,Pustakawan,Kucing,Nyalindung,Ketinggian,Kaya Raya,Batagor
19,P,S1,Ngoding,Guru,Kucing,Sukabumi,Gelap,Sehat,Cimol
39,L,SMA,Ngoding,Guru,Anjing,Sukabumi,Laut,Sehat,Nasi Padang
33,P,S2,GYM,Pustakawan,Otter,Nyalindung,Laut,Kaya Raya,Nasi Padang
24,L,S2,Ngoding,Guru,Kucing,Cisaat,Gelap,Kaya Raya,Seblak
49,L,S2,GYM,Guru,Otter,Nyalindung,Ketinggian,Sehat,Seblak
19,L,S1,GYM,Guru,Anjing,Nyalindung,Laut,Artis,Risol Charel
38,P,S1,Ngoding,Pustakawan,Kucing,Cisaat,Ketinggian,Artis,Batagor
60,L,SMA,Membaca,Guru,Kucing,Sukabumi,Gelap,Kaya Raya,Batagor
21,L,SMK,Membaca,Pustakawan,Otter,Nyalindung,Ketinggian,Artis,Seblak
24,P,S1,Ngoding,Pustakawan,Otter,Cisaat,Laut,Kaya Raya,Nasi Padang
60,L,SMK,GYM,Trainer,Anjing,Nyalindung,Ketinggian,Hitam,Cimol
47,P,SMA,GYM,Trainer,Otter,Sukabumi,Gelap,Sehat,Nasi Padang
19,L,S2,GYM,Guru,Tupai,Sukabumi,Laut,Artis,Seblak
18,P,SMA,GYM,Trainer,Kucing,Nyalindung,Gelap,Sehat,Seblak
52,P,SMK,GYM,Trainer,Kucing,Cisaat,Gelap,Sehat,Cimol
20,P,S2,GYM,Trainer,Otter,Cisaat,Laut,Hitam,Cimol
31,L,S1,Ngoding,Guru,Tupai,Cisaat,Laut,Kaya Raya,Batagor
57,L,S1,Ngoding,Trainer,Otter,Cisaat,Laut,Hitam,Nasi Padang
52,P,SMK,Membaca,Trainer,Tupai,Cisaat,Laut,Sehat,Seblak
37,L,S1,Membaca,Guru,Otter,Nyalindung,Ketinggian,Sehat,Cimol
51,L,S1,Membaca,Guru,Otter,Nyalindung,Ketinggian,Hitam,Cimol
30,P,SMK,Membaca,Trainer,Tupai,Nyalindung,Laut,Artis,Seblak
24,L,SMA,Membaca,Trainer,Otter,Cisaat,Gelap,Kaya Raya,Batagor
52,P,S2,Membaca,Trainer,Tupai,Cisaat,Laut,Kaya Raya,Batagor
50,P,SMA,GYM,Guru,Anjing,Sukabumi,Ketinggian,Hitam,Seblak
41,P,S1,Ngoding,Pustakawan,Anjing,Nyalindung,Laut,Hitam,Cimol
38,L,SMK,Membaca,Pustakawan,Anjing,Sukabumi,Gelap,Kaya Raya,Batagor
42,P,SMA,GYM,Trainer,Anjing,Cisaat,Gelap,Hitam,Seblak
33,L,S2,GYM,Pustakawan,Otter,Cisaat,Laut,Hitam,Cimol
58,P,SMK,Ngoding,Pustakawan,Tupai,Cisaat,Gelap,Sehat,Seblak
43,P,SMK,Ngoding,Trainer,Tupai,Cisaat,Ketinggian,Kaya Raya,Batagor
21,P,SMA,Ngoding,Guru,Kucing,Cisaat,Ketinggian,Sehat,Cimol
49,L,S1,Membaca,Pustakawan,Tupai,Nyalindung,Laut,Hitam,Batagor
37,P,SMK,Membaca,Trainer,Otter,Cisaat,Ketinggian,Kaya Raya,Risol Charel
57,P,SMK,Ngoding,Pustakawan,Kucing,Sukabumi,Gelap,Kaya Raya,Cimol
47,L,S1,GYM,Trainer,Otter,Sukabumi,Ketinggian,Hitam,Seblak
47,L,SMA,Ngoding,Trainer,Otter,Nyalindung,Laut,Kaya Raya,Cimol
60,P,SMK,GYM,Trainer,Anjing,Cisaat,Gelap,Hitam,Nasi Padang
44,P,SMK,Membaca,Pustakawan,Kucing,Cisaat,Ketinggian,Sehat,Risol Charel
32,L,S1,Ngoding,Trainer,Kucing,Nyalindung,Ketinggian,Sehat,Risol Charel
23,L,SMK,Ngoding,Guru,Kucing,Sukabumi,Ketinggian,Sehat,Batagor
49,P,SMK,Ngoding,Guru,Tupai,Cisaat,Laut,Artis,Cimol
20,P,SMK,Membaca,Trainer,Kucing,Cisaat,Laut,Sehat,Batagor
42,L,SMK,GYM,Pustakawan,Tupai,Nyalindung,Ketinggian,Artis,Batagor
36,L,S1,GYM,Trainer,Tupai,Nyalindung,Laut,Artis,Cimol
35,L,SMA,GYM,Guru,Kucing,Cisaat,Gelap,Kaya Raya,Nasi Padang
43,P,SMA,Ngoding,Trainer,Anjing,Cisaat,Gelap,Kaya Raya,Cimol
38,P,SMA,GYM,Pustakawan,Kucing,Cisaat,Ketinggian,Artis,Risol Charel
58,L,SMA,GYM,Pustakawan,Anjing,Cisaat,Laut,Artis,Risol Charel
52,L,SMA,GYM,Trainer,Kucing,Nyalindung,Laut,Artis,Risol Charel
55,P,S2,Membaca,Trainer,Tupai,Cisaat,Ketinggian,Hitam,Nasi Padang
59,L,S2,Membaca,Guru,Otter,Sukabumi,Ketinggian,Artis,Nasi Padang
52,L,SMA,GYM,Guru,Kucing,Nyalindung,Laut,Kaya Raya,Batagor
52,L,SMA,Membaca,Trainer,Tupai,Cisaat,Gelap,Hitam,Risol Charel
19,P,SMK,GYM,Trainer,Kucing,Cisaat,Gelap,Kaya Raya,Cimol
34,L,S2,Membaca,Guru,Anjing,Nyalindung,Ketinggian,Kaya Raya,Cimol
24,P,S2,Ngoding,Guru,Otter,Sukabumi,Laut,Kaya Raya,Cimol
51,L,SMA,Ngoding,Trainer,Kucing,Sukabumi,Ketinggian,Hitam,Nasi Padang
40,L,SMA,Membaca,Guru,Tupai,Nyalindung,Gelap,Sehat,Seblak
40,P,S1,Membaca,Pustakawan,Anjing,Sukabumi,Laut,Artis,Batagor
38,L,SMK,GYM,Trainer,Kucing,Nyalindung,Ketinggian,Artis,Risol Charel
21,L,S1,Membaca,Guru,Tupai,Sukabumi,Ketinggian,Sehat,Cimol
47,L,SMK,Ngoding,Trainer,Tupai,Nyalindung,Ketinggian,Kaya Raya,Batagor
46,L,S1,GYM,Pustakawan,Anjing,Sukabumi,Ketinggian,Kaya Raya,Batagor
27,L,SMK,Membaca,Pustakawan,Anjing,Sukabumi,Laut,Kaya Raya,Seblak
39,P,SMA,GYM,Trainer,Otter,Nyalindung,Laut,Kaya Raya,Seblak
60,P,SMA,GYM,Guru,Kucing,Nyalindung,Ketinggian,Kaya Raya,Seblak
45,L,SMK,GYM,Trainer,Tupai,Nyalindung,Laut,Sehat,Batagor
36,P,SMA,GYM,Pustakawan,Kucing,Cisaat,Laut,Sehat,Batagor
45,L,S1,Membaca,Trainer,Otter,Cisaat,Ketinggian,Artis,Seblak
60,P,SMK,Ngoding,Guru,Anjing,Cisaat,Gelap,Sehat,Nasi Padang
23,L,SMA,Ngoding,Pustakawan,Anjing,Cisaat,Laut,Hitam,Nasi Padang
26,L,SMA,Membaca,Pustakawan,Tupai,Cisaat,Ketinggian,Sehat,Risol Charel
50,L,S1,Membaca,Guru,Tupai,Nyalindung,Laut,Sehat,Cimol
40,L,S2,GYM,Trainer,Kucing,Nyalindung,Laut,Kaya Raya,Cimol
49,L,SMK,Ngoding,Pustakawan,Otter,Nyalindung,Gelap,Kaya Raya,Nasi Padang
37,L,S2,Membaca,Pustakawan,Tupai,Cisaat,Ketinggian,Hitam,Cimol
40,L,SMK,GYM,Pustakawan,Otter,Sukabumi,Gelap,Artis,Risol Charel
50,P,SMK,Membaca,Guru,Tupai,Cisaat,Ketinggian,Artis,Nasi Padang
51,P,SMK,GYM,Trainer,Kucing,Nyalindung,Gelap,Artis,Batagor
25,L,S1,GYM,Pustakawan,Tupai,Nyalindung,Ketinggian,Sehat,Nasi Padang
56,L,S2,Ngoding,Pustakawan,Kucing,Nyalindung,Laut,Hitam,Batagor
41,P,SMA,GYM,Pustakawan,Otter,Cisaat,Laut,Sehat,Cimol
34,L,SMK,GYM,Pustakawan,Anjing,Cisaat,Gelap,Kaya Raya,Nasi Padang
46,P,SMK,Membaca,Pustakawan,Tupai,Cisaat,Gelap,Kaya Raya,Cimol
38,L,S2,Ngoding,Trainer,Kucing,Nyalindung,Ketinggian,Hitam,Batagor
39,L,S2,GYM,Guru,Kucing,Cisaat,Laut,Sehat,Cimol
18,P,SMK,GYM,Guru,Tupai,Nyalindung,Gelap,Artis,Seblak
40,P,S2,Membaca,Pustakawan,Kucing,Sukabumi,Ketinggian,Artis,Risol Charel
